TNR,TPR,attack,attack_params,attacked_policy,balanced_accuracy,detector,detector_params,matrix,norm,other_reward,other_reward_std,recovered_reward,recovered_reward_std,recovery,recovery_params
1.0,1.0,Empty,,PT1,1.0,DBSCAN,,[[19500.     0.]  [    0.     0.]],min-max,-1003801.94,7.420000000000002,-73399.19,9419.489409139967,KNNRecovery,"k: 1, consider_next_state: False"
1.0,1.0,Empty,,PT1,1.0,DBSCAN,,[[19500.     0.]  [    0.     0.]],min-max,-1003803.0,0.0,-74748.5,0.0,KNNRecovery,"k: 3, consider_next_state: False"
1.0,1.0,Empty,,PT1,1.0,DBSCAN,,[[19500.     0.]  [    0.     0.]],min-max,-1003803.0,0.0,-74748.5,0.0,KNNRecovery,"k: 5, consider_next_state: False"
1.0,1.0,Empty,,PT1,1.0,DBSCAN,,[[19500.     0.]  [    0.     0.]],min-max,-1003803.0,0.0,-74748.5,0.0,KNNRecovery,"k: 10, consider_next_state: False"
0.9285714285714286,0.14705882352941177,STAttack,"epsilon: 0.1, beta: 0.9, total: 100, temperature: 3",PT1,0.5378151260504201,DBSCAN,,[[14950.  1150.]  [ 2900.   500.]],min-max,-1132154.14,14.979999999999995,-85954.82,12085.571976021658,KNNRecovery,"k: 1, consider_next_state: False"
0.9285714285714286,0.14705882352941177,STAttack,"epsilon: 0.1, beta: 0.9, total: 100, temperature: 3",PT1,0.5378151260504201,DBSCAN,,[[14950.  1150.]  [ 2900.   500.]],min-max,-1132152.0,0.0,-87685.0,0.0,KNNRecovery,"k: 3, consider_next_state: False"
0.9285714285714286,0.14705882352941177,STAttack,"epsilon: 0.1, beta: 0.9, total: 100, temperature: 3",PT1,0.5378151260504201,DBSCAN,,[[14950.  1150.]  [ 2900.   500.]],min-max,-1132152.0,0.0,-87685.0,0.0,KNNRecovery,"k: 5, consider_next_state: False"
0.9290123456790124,0.13636363636363635,STAttack,"epsilon: 0.1, beta: 0.9, total: 100, temperature: 3",PT1,0.5326879910213244,DBSCAN,,[[15050.  1150.]  [ 2850.   450.]],min-max,-1132992.0,0.0,-87732.2,5.6,KNNRecovery,"k: 10, consider_next_state: False"
0.9432624113475178,0.046296296296296294,UniformAttack,"epsilon: 0.1, freq: 0.25",PT1,0.494779353821907,DBSCAN,,[[13300.   800.]  [ 5150.   250.]],min-max,-489668.48,111.86000000000001,-45705.65,5607.37761368895,KNNRecovery,"k: 1, consider_next_state: False"
0.9964539007092199,0.0,UniformAttack,"epsilon: 0.1, freq: 0.25",PT1,0.49822695035460995,DBSCAN,,[[14050.    50.]  [ 5400.     0.]],min-max,-110481.0,0.0,-19755.65,3154.55,KNNRecovery,"k: 3, consider_next_state: False"
0.9432624113475178,0.046296296296296294,UniformAttack,"epsilon: 0.1, freq: 0.25",PT1,0.494779353821907,DBSCAN,,[[13300.   800.]  [ 5150.   250.]],min-max,-489652.5,0.0,-46061.85,3154.55,KNNRecovery,"k: 5, consider_next_state: False"
0.9432624113475178,0.046296296296296294,UniformAttack,"epsilon: 0.1, freq: 0.25",PT1,0.494779353821907,DBSCAN,,[[13300.   800.]  [ 5150.   250.]],min-max,-489652.5,0.0,-46512.5,0.0,KNNRecovery,"k: 10, consider_next_state: False"
0.8810558401971593,0.13501592746875765,VFAttack,"epsilon: 0.1, beta: 9",PT1,0.5080358838329585,DBSCAN,,[[13585.  1834.]  [ 3530.   551.]],min-max,-6505490.83,886467.1899999997,-124208.72,20658.251049921917,KNNRecovery,"k: 1, consider_next_state: False"
0.8798701298701299,0.13414634146341464,VFAttack,"epsilon: 0.1, beta: 9",PT1,0.5070082356667722,DBSCAN,,[[13550.  1850.]  [ 3550.   550.]],min-max,-6632129.0,0.0,-128339.0,0.0,KNNRecovery,"k: 3, consider_next_state: False"
0.8798701298701299,0.13414634146341464,VFAttack,"epsilon: 0.1, beta: 9",PT1,0.5070082356667722,DBSCAN,,[[13550.  1850.]  [ 3550.   550.]],min-max,-6632129.0,0.0,-128339.0,0.0,KNNRecovery,"k: 5, consider_next_state: False"
0.9154078549848943,0.06779661016949153,VFAttack,"epsilon: 0.1, beta: 9",PT1,0.49160223257719293,DBSCAN,,[[15150.  1400.]  [ 2750.   200.]],min-max,-884198.5,0.0,-58621.5,9880.5,KNNRecovery,"k: 10, consider_next_state: False"
1.0,1.0,Empty,,PT1,1.0,Kernel_Density,,[[19500.     0.]  [    0.     0.]],min-max,-1003801.94,7.420000000000002,-73399.19,9419.489409139967,KNNRecovery,"k: 1, consider_next_state: False"
1.0,1.0,Empty,,PT1,1.0,Kernel_Density,,[[19500.     0.]  [    0.     0.]],min-max,-1003803.0,0.0,-74748.5,0.0,KNNRecovery,"k: 3, consider_next_state: False"
1.0,1.0,Empty,,PT1,1.0,Kernel_Density,,[[19500.     0.]  [    0.     0.]],min-max,-1003803.0,0.0,-74748.5,0.0,KNNRecovery,"k: 5, consider_next_state: False"
1.0,1.0,Empty,,PT1,1.0,Kernel_Density,,[[19500.     0.]  [    0.     0.]],min-max,-1003803.0,0.0,-74748.5,0.0,KNNRecovery,"k: 10, consider_next_state: False"
1.0,0.0,STAttack,"epsilon: 0.1, beta: 0.9, total: 100, temperature: 3",PT1,0.5,Kernel_Density,,[[15650.     0.]  [ 3850.     0.]],min-max,-869286.64,14.979999999999997,-55104.22,7679.787042073496,KNNRecovery,"k: 1, consider_next_state: False"
1.0,0.0,STAttack,"epsilon: 0.1, beta: 0.9, total: 100, temperature: 3",PT1,0.5,Kernel_Density,,[[15650.     0.]  [ 3850.     0.]],min-max,-869284.5,0.0,-56205.0,0.0,KNNRecovery,"k: 3, consider_next_state: False"
1.0,0.0,STAttack,"epsilon: 0.1, beta: 0.9, total: 100, temperature: 3",PT1,0.5,Kernel_Density,,[[15650.     0.]  [ 3850.     0.]],min-max,-869284.5,0.0,-56205.0,0.0,KNNRecovery,"k: 5, consider_next_state: False"
1.0,0.0,STAttack,"epsilon: 0.1, beta: 0.9, total: 100, temperature: 3",PT1,0.5,Kernel_Density,,[[15650.     0.]  [ 3850.     0.]],min-max,-869284.5,0.0,-56205.0,0.0,KNNRecovery,"k: 10, consider_next_state: False"
1.0,0.0,UniformAttack,"epsilon: 0.1, freq: 0.25",PT1,0.5,Kernel_Density,,[[14100.     0.]  [ 5400.     0.]],min-max,-833868.98,111.86000000000001,-77380.85,10610.910700901219,KNNRecovery,"k: 1, consider_next_state: False"
1.0,0.0,UniformAttack,"epsilon: 0.1, freq: 0.25",PT1,0.5,Kernel_Density,,[[14100.     0.]  [ 5400.     0.]],min-max,-833853.0,0.0,-78902.5,0.0,KNNRecovery,"k: 3, consider_next_state: False"
1.0,0.0,UniformAttack,"epsilon: 0.1, freq: 0.25",PT1,0.5,Kernel_Density,,[[14100.     0.]  [ 5400.     0.]],min-max,-833853.0,0.0,-78902.5,0.0,KNNRecovery,"k: 5, consider_next_state: False"
1.0,0.0,UniformAttack,"epsilon: 0.1, freq: 0.25",PT1,0.5,Kernel_Density,,[[14100.     0.]  [ 5400.     0.]],min-max,-833853.0,0.0,-78902.5,0.0,KNNRecovery,"k: 10, consider_next_state: False"
1.0,0.0,VFAttack,"epsilon: 0.1, beta: 9",PT1,0.5,Kernel_Density,,[[16653.     0.]  [ 2847.     0.]],min-max,-1261698.87,6696.409999999999,-94171.43,14322.190974850884,KNNRecovery,"k: 1, consider_next_state: False"
1.0,0.0,VFAttack,"epsilon: 0.1, beta: 9",PT1,0.5,Kernel_Density,,[[16650.     0.]  [ 2850.     0.]],min-max,-1262655.5,0.0,-95439.0,0.0,KNNRecovery,"k: 3, consider_next_state: False"
1.0,0.0,VFAttack,"epsilon: 0.1, beta: 9",PT1,0.5,Kernel_Density,,[[16650.     0.]  [ 2850.     0.]],min-max,-1262655.5,0.0,-95439.0,0.0,KNNRecovery,"k: 5, consider_next_state: False"
1.0,0.0,VFAttack,"epsilon: 0.1, beta: 9",PT1,0.5,Kernel_Density,,[[16650.     0.]  [ 2850.     0.]],min-max,-1262655.5,0.0,-95439.0,0.0,KNNRecovery,"k: 10, consider_next_state: False"
1.0,1.0,Empty,,PT1,1.0,KNN-Hyper,,[[19500.     0.]  [    0.     0.]],min-max,-1003801.94,7.420000000000002,-73399.19,9419.489409139967,KNNRecovery,"k: 1, consider_next_state: False"
1.0,1.0,Empty,,PT1,1.0,KNN-Hyper,,[[19500.     0.]  [    0.     0.]],min-max,-1003803.0,0.0,-74748.5,0.0,KNNRecovery,"k: 3, consider_next_state: False"
1.0,1.0,Empty,,PT1,1.0,KNN-Hyper,,[[19500.     0.]  [    0.     0.]],min-max,-1003803.0,0.0,-74748.5,0.0,KNNRecovery,"k: 5, consider_next_state: False"
1.0,1.0,Empty,,PT1,1.0,KNN-Hyper,,[[19500.     0.]  [    0.     0.]],min-max,-1003803.0,0.0,-74748.5,0.0,KNNRecovery,"k: 10, consider_next_state: False"
0.9285714285714286,0.14705882352941177,STAttack,"epsilon: 0.1, beta: 0.9, total: 100, temperature: 3",PT1,0.5378151260504201,KNN-Hyper,,[[14950.  1150.]  [ 2900.   500.]],min-max,-1132154.14,14.979999999999995,-85954.82,12085.571976021658,KNNRecovery,"k: 1, consider_next_state: False"
0.9285714285714286,0.14705882352941177,STAttack,"epsilon: 0.1, beta: 0.9, total: 100, temperature: 3",PT1,0.5378151260504201,KNN-Hyper,,[[14950.  1150.]  [ 2900.   500.]],min-max,-1132152.0,0.0,-87685.0,0.0,KNNRecovery,"k: 3, consider_next_state: False"
0.9285714285714286,0.14705882352941177,STAttack,"epsilon: 0.1, beta: 0.9, total: 100, temperature: 3",PT1,0.5378151260504201,KNN-Hyper,,[[14950.  1150.]  [ 2900.   500.]],min-max,-1132152.0,0.0,-87685.0,0.0,KNNRecovery,"k: 5, consider_next_state: False"
0.9290123456790124,0.13636363636363635,STAttack,"epsilon: 0.1, beta: 0.9, total: 100, temperature: 3",PT1,0.5326879910213244,KNN-Hyper,,[[15050.  1150.]  [ 2850.   450.]],min-max,-1132992.0,0.0,-87732.2,5.6,KNNRecovery,"k: 10, consider_next_state: False"
0.9432624113475178,0.046296296296296294,UniformAttack,"epsilon: 0.1, freq: 0.25",PT1,0.494779353821907,KNN-Hyper,,[[13300.   800.]  [ 5150.   250.]],min-max,-489668.48,111.86000000000001,-45705.65,5607.37761368895,KNNRecovery,"k: 1, consider_next_state: False"
0.9964539007092199,0.0,UniformAttack,"epsilon: 0.1, freq: 0.25",PT1,0.49822695035460995,KNN-Hyper,,[[14050.    50.]  [ 5400.     0.]],min-max,-110481.0,0.0,-19755.65,3154.55,KNNRecovery,"k: 3, consider_next_state: False"
0.9432624113475178,0.046296296296296294,UniformAttack,"epsilon: 0.1, freq: 0.25",PT1,0.494779353821907,KNN-Hyper,,[[13300.   800.]  [ 5150.   250.]],min-max,-489652.5,0.0,-46061.85,3154.55,KNNRecovery,"k: 5, consider_next_state: False"
0.9432624113475178,0.046296296296296294,UniformAttack,"epsilon: 0.1, freq: 0.25",PT1,0.494779353821907,KNN-Hyper,,[[13300.   800.]  [ 5150.   250.]],min-max,-489652.5,0.0,-46512.5,0.0,KNNRecovery,"k: 10, consider_next_state: False"
0.8810558401971593,0.13501592746875765,VFAttack,"epsilon: 0.1, beta: 9",PT1,0.5080358838329585,KNN-Hyper,,[[13585.  1834.]  [ 3530.   551.]],min-max,-6505490.83,886467.1899999997,-124208.72,20658.251049921917,KNNRecovery,"k: 1, consider_next_state: False"
0.8798701298701299,0.13414634146341464,VFAttack,"epsilon: 0.1, beta: 9",PT1,0.5070082356667722,KNN-Hyper,,[[13550.  1850.]  [ 3550.   550.]],min-max,-6632129.0,0.0,-128339.0,0.0,KNNRecovery,"k: 3, consider_next_state: False"
0.8798701298701299,0.13414634146341464,VFAttack,"epsilon: 0.1, beta: 9",PT1,0.5070082356667722,KNN-Hyper,,[[13550.  1850.]  [ 3550.   550.]],min-max,-6632129.0,0.0,-128339.0,0.0,KNNRecovery,"k: 5, consider_next_state: False"
0.9154078549848943,0.06779661016949153,VFAttack,"epsilon: 0.1, beta: 9",PT1,0.49160223257719293,KNN-Hyper,,[[15150.  1400.]  [ 2750.   200.]],min-max,-884198.5,0.0,-58621.5,9880.5,KNNRecovery,"k: 10, consider_next_state: False"
0.9949743589743589,1.0,Empty,,PT1,0.9949743589743589,DBSCAN,,[[19402.    98.]  [    0.     0.]],z-score,-1003801.94,7.420000000000002,-73399.19,9419.489409139967,KNNRecovery,"k: 1, consider_next_state: False"
0.9948717948717949,1.0,Empty,,PT1,0.9948717948717949,DBSCAN,,[[19400.   100.]  [    0.     0.]],z-score,-1003803.0,0.0,-74748.5,0.0,KNNRecovery,"k: 3, consider_next_state: False"
0.735897435897436,1.0,Empty,,PT1,0.735897435897436,DBSCAN,,[[14350.  5150.]  [    0.     0.]],z-score,-559405.5,0.0,-34146.86,7713.0199999999995,KNNRecovery,"k: 5, consider_next_state: False"
0.6333333333333333,1.0,Empty,,PT1,0.6333333333333333,DBSCAN,,[[12350.  7150.]  [    0.     0.]],z-score,-1001059.5,0.0,-45362.2,3684.1000000000013,KNNRecovery,"k: 10, consider_next_state: False"
0.2076847182635387,1.0,STAttack,"epsilon: 0.1, beta: 0.9, total: 100, temperature: 3",PT1,0.6038423591317693,DBSCAN,,[[ 3789. 14455.]  [    0.  1256.]],z-score,-410872.05,84696.85,15012.03,13349.723872204248,KNNRecovery,"k: 1, consider_next_state: False"
0.3987538940809969,1.0,STAttack,"epsilon: 0.1, beta: 0.9, total: 100, temperature: 3",PT1,0.6993769470404985,DBSCAN,,[[6400. 9650.]  [   0. 3450.]],z-score,-1389695.5,0.0,-17554.27,4838.61,KNNRecovery,"k: 3, consider_next_state: False"
0.37209302325581395,1.0,STAttack,"epsilon: 0.1, beta: 0.9, total: 100, temperature: 3",PT1,0.686046511627907,DBSCAN,,[[ 6400. 10800.]  [    0.  2300.]],z-score,-480626.5,0.0,63843.27,10435.11,KNNRecovery,"k: 5, consider_next_state: False"
0.7047774355257594,1.0,STAttack,"epsilon: 0.1, beta: 0.9, total: 100, temperature: 3",PT1,0.8523887177628797,DBSCAN,,[[11669.  4888.]  [    0.  2943.]],z-score,-1342759.94,1075027.255607083,219865.55,380892.1387720446,KNNRecovery,"k: 10, consider_next_state: False"
0.9965248226950355,1.0,UniformAttack,"epsilon: 0.1, freq: 0.25",PT1,0.9982624113475178,DBSCAN,,[[14051.    49.]  [    0.  5400.]],z-score,-1003801.94,7.420000000000002,-73399.19,9419.489409139967,KNNRecovery,"k: 1, consider_next_state: False"
0.648936170212766,1.0,UniformAttack,"epsilon: 0.1, freq: 0.25",PT1,0.824468085106383,DBSCAN,,[[9150. 4950.]  [   0. 5400.]],z-score,-1981524.5,0.0,-108774.31,5569.830000000001,KNNRecovery,"k: 3, consider_next_state: False"
0.6204964539007092,0.9907407407407407,UniformAttack,"epsilon: 0.1, freq: 0.25",PT1,0.8056185973207249,DBSCAN,,[[8749. 5351.]  [  50. 5350.]],z-score,-2697847.0,0.0,-34518.37,11944.590000000004,KNNRecovery,"k: 5, consider_next_state: False"
0.4752482269503546,1.0,UniformAttack,"epsilon: 0.1, freq: 0.25",PT1,0.7376241134751773,DBSCAN,,[[6701. 7399.]  [   0. 5400.]],z-score,-1483155.5,0.0,-346254.44,45048.91999999999,KNNRecovery,"k: 10, consider_next_state: False"
0.9944785621725167,1.0,VFAttack,"epsilon: 0.1, beta: 9",PT1,0.9972392810862584,DBSCAN,,[[17651.    98.]  [    0.  1751.]],z-score,-1003801.94,7.420000000000002,-73399.19,9419.489409139967,KNNRecovery,"k: 1, consider_next_state: False"
0.592057761732852,1.0,VFAttack,"epsilon: 0.1, beta: 9",PT1,0.796028880866426,DBSCAN,,[[8200. 5650.]  [   0. 5650.]],z-score,-284359.0,0.0,-101518.51,5120.43,KNNRecovery,"k: 3, consider_next_state: False"
0.3643502824858757,1.0,VFAttack,"epsilon: 0.1, beta: 9",PT1,0.6821751412429379,DBSCAN,,[[ 6449. 11251.]  [    0.  1800.]],z-score,-477410.5,0.0,56486.0,22918.0,KNNRecovery,"k: 5, consider_next_state: False"
0.601892244065492,1.0,VFAttack,"epsilon: 0.1, beta: 9",PT1,0.8009461220327461,DBSCAN,,[[10624.  7027.]  [    0.  1849.]],z-score,-1346892.66,603098.660749553,128604.14,130583.65997199036,KNNRecovery,"k: 10, consider_next_state: False"
0.9974871794871795,1.0,Empty,,PT1,0.9974871794871795,Kernel_Density,,[[19451.    49.]  [    0.     0.]],z-score,-1003801.94,7.420000000000002,-73399.19,9419.489409139967,KNNRecovery,"k: 1, consider_next_state: False"
0.9974358974358974,1.0,Empty,,PT1,0.9974358974358974,Kernel_Density,,[[19450.    50.]  [    0.     0.]],z-score,-1003803.0,0.0,-74748.5,0.0,KNNRecovery,"k: 3, consider_next_state: False"
0.9974358974358974,1.0,Empty,,PT1,0.9974358974358974,Kernel_Density,,[[19450.    50.]  [    0.     0.]],z-score,-1003803.0,0.0,-74748.5,0.0,KNNRecovery,"k: 5, consider_next_state: False"
0.9974358974358974,1.0,Empty,,PT1,0.9974358974358974,Kernel_Density,,[[19450.    50.]  [    0.     0.]],z-score,-1003803.0,0.0,-74748.5,0.0,KNNRecovery,"k: 10, consider_next_state: False"
0.7529411764705882,0.24,STAttack,"epsilon: 0.1, beta: 0.9, total: 100, temperature: 3",PT1,0.4964705882352941,Kernel_Density,,[[12800.  4200.]  [ 1900.   600.]],z-score,-941422.0,52.5,96218.66,14505.261011936327,KNNRecovery,"k: 1, consider_next_state: False"
0.7482993197278912,0.2916666666666667,STAttack,"epsilon: 0.1, beta: 0.9, total: 100, temperature: 3",PT1,0.5199829931972789,Kernel_Density,,[[11000.  3700.]  [ 3400.  1400.]],z-score,-1380074.0,0.0,12662.87,11752.090000000002,KNNRecovery,"k: 3, consider_next_state: False"
0.6519269529102791,0.3482571154461145,STAttack,"epsilon: 0.1, beta: 0.9, total: 100, temperature: 3",PT1,0.5000920341781968,Kernel_Density,,[[10674.  5699.]  [ 2038.  1089.]],z-score,-1069146.33,100550.30999999998,5223.37,376.72914421371746,KNNRecovery,"k: 5, consider_next_state: False"
0.7720364741641338,0.19672131147540983,STAttack,"epsilon: 0.1, beta: 0.9, total: 100, temperature: 3",PT1,0.4843788928197718,Kernel_Density,,[[12700.  3750.]  [ 2450.   600.]],z-score,-227270.0,0.0,199.01,1918.0700000000002,KNNRecovery,"k: 10, consider_next_state: False"
0.35822695035460994,0.7037037037037037,UniformAttack,"epsilon: 0.1, freq: 0.25",PT1,0.5309653270291568,Kernel_Density,,[[5051. 9049.]  [1600. 3800.]],z-score,-293550.86,37.519999999999996,-61886.17,4792.147392985738,KNNRecovery,"k: 1, consider_next_state: False"
0.4574468085106383,0.5092592592592593,UniformAttack,"epsilon: 0.1, freq: 0.25",PT1,0.48335303388494877,Kernel_Density,,[[6450. 7650.]  [2650. 2750.]],z-score,-1442796.5,0.0,25009.43,9033.99,KNNRecovery,"k: 3, consider_next_state: False"
0.299645390070922,0.7638888888888888,UniformAttack,"epsilon: 0.1, freq: 0.25",PT1,0.5317671394799054,Kernel_Density,,[[4225. 9875.]  [1275. 4125.]],z-score,-93753.5,9070.0,-89206.46,51182.73506133098,KNNRecovery,"k: 5, consider_next_state: False"
0.5709219858156028,0.4722222222222222,UniformAttack,"epsilon: 0.1, freq: 0.25",PT1,0.5215721040189125,Kernel_Density,,[[8050. 6050.]  [2850. 2550.]],z-score,-843773.0,0.0,-67462.8,3389.3999999999996,KNNRecovery,"k: 10, consider_next_state: False"
0.7150997150997151,0.26119078661451545,VFAttack,"epsilon: 0.1, beta: 9",PT1,0.4881452508571153,Kernel_Density,,[[12299.  4900.]  [ 1700.   601.]],z-score,-277051.56,14.42,-23291.07,2867.1733222984617,KNNRecovery,"k: 1, consider_next_state: False"
0.7025153374233128,0.390625,VFAttack,"epsilon: 0.1, beta: 9",PT1,0.5465701687116564,Kernel_Density,,[[11451.  4849.]  [ 1950.  1250.]],z-score,-3757202.5,0.0,-323964.03,41891.289999999986,KNNRecovery,"k: 3, consider_next_state: False"
0.7545962732919255,0.4264705882352941,VFAttack,"epsilon: 0.1, beta: 9",PT1,0.5905334307636098,Kernel_Density,,[[12149.  3951.]  [ 1950.  1450.]],z-score,-925167.5,0.0,11700.76,48385.67999999999,KNNRecovery,"k: 5, consider_next_state: False"
0.7536389684813753,0.36585365853658536,VFAttack,"epsilon: 0.1, beta: 9",PT1,0.5597463135089804,Kernel_Density,,[[13151.  4299.]  [ 1300.   750.]],z-score,-722043.0,0.0,-89449.3,16034.9,KNNRecovery,"k: 10, consider_next_state: False"
0.9949743589743589,1.0,Empty,,PT1,0.9949743589743589,KNN-Hyper,,[[19402.    98.]  [    0.     0.]],z-score,-1003801.94,7.420000000000002,-73399.19,9419.489409139967,KNNRecovery,"k: 1, consider_next_state: False"
0.9948717948717949,1.0,Empty,,PT1,0.9948717948717949,KNN-Hyper,,[[19400.   100.]  [    0.     0.]],z-score,-1003803.0,0.0,-74748.5,0.0,KNNRecovery,"k: 3, consider_next_state: False"
0.735897435897436,1.0,Empty,,PT1,0.735897435897436,KNN-Hyper,,[[14350.  5150.]  [    0.     0.]],z-score,-559405.5,0.0,-34146.86,7713.0199999999995,KNNRecovery,"k: 5, consider_next_state: False"
0.6333333333333333,1.0,Empty,,PT1,0.6333333333333333,KNN-Hyper,,[[12350.  7150.]  [    0.     0.]],z-score,-1001059.5,0.0,-45362.2,3684.1000000000013,KNNRecovery,"k: 10, consider_next_state: False"
0.2076847182635387,1.0,STAttack,"epsilon: 0.1, beta: 0.9, total: 100, temperature: 3",PT1,0.6038423591317693,KNN-Hyper,,[[ 3789. 14455.]  [    0.  1256.]],z-score,-410872.05,84696.85,15012.03,13349.723872204248,KNNRecovery,"k: 1, consider_next_state: False"
0.3987538940809969,1.0,STAttack,"epsilon: 0.1, beta: 0.9, total: 100, temperature: 3",PT1,0.6993769470404985,KNN-Hyper,,[[6400. 9650.]  [   0. 3450.]],z-score,-1389695.5,0.0,-17554.27,4838.61,KNNRecovery,"k: 3, consider_next_state: False"
0.37209302325581395,1.0,STAttack,"epsilon: 0.1, beta: 0.9, total: 100, temperature: 3",PT1,0.686046511627907,KNN-Hyper,,[[ 6400. 10800.]  [    0.  2300.]],z-score,-480626.5,0.0,63843.27,10435.11,KNNRecovery,"k: 5, consider_next_state: False"
0.7047774355257594,1.0,STAttack,"epsilon: 0.1, beta: 0.9, total: 100, temperature: 3",PT1,0.8523887177628797,KNN-Hyper,,[[11669.  4888.]  [    0.  2943.]],z-score,-1342759.94,1075027.255607083,219865.55,380892.1387720446,KNNRecovery,"k: 10, consider_next_state: False"
0.9965248226950355,1.0,UniformAttack,"epsilon: 0.1, freq: 0.25",PT1,0.9982624113475178,KNN-Hyper,,[[14051.    49.]  [    0.  5400.]],z-score,-1003801.94,7.420000000000002,-73399.19,9419.489409139967,KNNRecovery,"k: 1, consider_next_state: False"
0.648936170212766,1.0,UniformAttack,"epsilon: 0.1, freq: 0.25",PT1,0.824468085106383,KNN-Hyper,,[[9150. 4950.]  [   0. 5400.]],z-score,-1981524.5,0.0,-108774.31,5569.830000000001,KNNRecovery,"k: 3, consider_next_state: False"
0.6204964539007092,0.9907407407407407,UniformAttack,"epsilon: 0.1, freq: 0.25",PT1,0.8056185973207249,KNN-Hyper,,[[8749. 5351.]  [  50. 5350.]],z-score,-2697847.0,0.0,-34518.37,11944.590000000004,KNNRecovery,"k: 5, consider_next_state: False"
0.4752482269503546,1.0,UniformAttack,"epsilon: 0.1, freq: 0.25",PT1,0.7376241134751773,KNN-Hyper,,[[6701. 7399.]  [   0. 5400.]],z-score,-1483155.5,0.0,-346254.44,45048.91999999999,KNNRecovery,"k: 10, consider_next_state: False"
0.9944785621725167,1.0,VFAttack,"epsilon: 0.1, beta: 9",PT1,0.9972392810862584,KNN-Hyper,,[[17651.    98.]  [    0.  1751.]],z-score,-1003801.94,7.420000000000002,-73399.19,9419.489409139967,KNNRecovery,"k: 1, consider_next_state: False"
0.592057761732852,1.0,VFAttack,"epsilon: 0.1, beta: 9",PT1,0.796028880866426,KNN-Hyper,,[[8200. 5650.]  [   0. 5650.]],z-score,-284359.0,0.0,-101518.51,5120.43,KNNRecovery,"k: 3, consider_next_state: False"
0.3643502824858757,1.0,VFAttack,"epsilon: 0.1, beta: 9",PT1,0.6821751412429379,KNN-Hyper,,[[ 6449. 11251.]  [    0.  1800.]],z-score,-477410.5,0.0,56486.0,22918.0,KNNRecovery,"k: 5, consider_next_state: False"
0.601892244065492,1.0,VFAttack,"epsilon: 0.1, beta: 9",PT1,0.8009461220327461,KNN-Hyper,,[[10624.  7027.]  [    0.  1849.]],z-score,-1346892.66,603098.660749553,128604.14,130583.65997199036,KNNRecovery,"k: 10, consider_next_state: False"
